Unnamed: 0,radio,MCC,MNC,TAC,CID,unit,LON,LAT,RANGE,SAM,changeable,created,updated,averageSignal,Country,Network,Continent
12848274,UMTS,602,3,32042,13421207,0,31.43549,26.901569,1000,8,1,1353879774,1353879774,0,Egypt,Etisalat,Africa
12848275,UMTS,602,3,32042,13421206,0,31.445243,26.890536,1529,22,1,1353879947,1353879947,0,Egypt,Etisalat,Africa
12848276,UMTS,602,3,32042,13425695,0,31.457291,26.871872,1000,4,1,1353880014,1353880014,0,Egypt,Etisalat,Africa
12848277,UMTS,602,3,32042,13420025,0,31.462097,26.864319,1000,2,1,1353880029,1353880029,0,Egypt,Etisalat,Africa
12848278,UMTS,602,3,32042,13420026,0,31.472878,26.849487,1811,20,1,1353880170,1353880170,0,Egypt,Etisalat,Africa
12848279,UMTS,602,3,32042,13426405,0,31.487018,26.823888,1265,17,1,1353880262,1353880262,0,Egypt,Etisalat,Africa
12848280,UMTS,602,3,32042,13426408,0,31.49128,26.811104,1000,4,1,1353880288,1353880288,0,Egypt,Etisalat,Africa
12848281,UMTS,602,3,32042,13426406,0,31.492081,26.804962,1000,18,1,1353880383,1353880383,0,Egypt,Etisalat,Africa
12848282,UMTS,602,3,32042,13420035,0,31.499454,26.781293,2080,47,1,1353880706,1353880706,0,Egypt,Etisalat,Africa
12848283,UMTS,602,3,32042,13420036,0,31.513197,26.763914,1000,31,1,1353880954,1353880954,0,Egypt,Etisalat,Africa
12848284,UMTS,602,3,32042,13421118,0,31.539631,26.743069,1602,24,1,1353881188,1353881188,0,Egypt,Etisalat,Africa
12848285,UMTS,602,3,32042,13421117,0,31.552963,26.738663,1000,3,1,1353881201,1353881201,0,Egypt,Etisalat,Africa
12848286,UMTS,602,3,32042,13421116,0,31.572897,26.726584,2044,44,1,1353881503,1353881503,0,Egypt,Etisalat,Africa
12848287,UMTS,602,3,32042,13421777,0,31.588687,26.713614,1232,25,1,1353881641,1353881641,0,Egypt,Etisalat,Africa
12848288,UMTS,602,3,32042,13421776,0,31.602226,26.699577,1000,13,1,1353881715,1353881715,0,Egypt,Etisalat,Africa
12848289,UMTS,602,3,32042,13378668,0,31.606979,26.689224,1000,4,1,1353881748,1353881748,0,Egypt,Etisalat,Africa
12848290,UMTS,602,3,32042,13426915,0,31.614352,26.669203,2636,19,1,1353882071,1353882071,0,Egypt,Etisalat,Africa
12848291,UMTS,602,3,32042,13378665,0,31.612129,26.675491,1000,8,1,1353881823,1353881823,0,Egypt,Etisalat,Africa
12848292,UMTS,602,3,32042,13378666,0,31.617226,26.660279,1000,13,1,1353882111,1353882111,0,Egypt,Etisalat,Africa
12848293,UMTS,602,3,32042,13426448,0,31.616592407227,26.661758422852,1000,2,1,1353881919,1353881919,0,Egypt,Etisalat,Africa
12848294,UMTS,602,3,32042,13426916,0,31.621007,26.651361,1053,14,1,1353882236,1353882236,0,Egypt,Etisalat,Africa
12848295,UMTS,602,3,32042,13423298,0,31.630114,26.635349,1048,13,1,1353882335,1353882335,0,Egypt,Etisalat,Africa
12848296,UMTS,602,3,32042,13423297,0,31.637191772461,26.626052856445,1000,1,1,1353882346,1353882346,0,Egypt,Etisalat,Africa
12848297,UMTS,602,3,32042,13423296,0,31.647016,26.612003,1309,13,1,1353882465,1353882465,0,Egypt,Etisalat,Africa
12848298,UMTS,602,3,32042,13423945,0,31.657399,26.59741,1000,7,1,1353882518,1353882518,0,Egypt,Etisalat,Africa
12848299,UMTS,602,3,32042,13421857,0,31.669083,26.584091,1108,9,1,1353882608,1353882608,0,Egypt,Etisalat,Africa
12848300,UMTS,602,3,32042,13420765,0,31.675644,26.576202,1000,10,1,1353882659,1353882659,0,Egypt,Etisalat,Africa
12848301,UMTS,602,3,32042,13420766,0,31.684799,26.564255,1000,3,1,1353882741,1353882741,0,Egypt,Etisalat,Africa
12848302,UMTS,602,3,32042,13420777,0,31.68782,26.561874,1000,15,1,1353883106,1353883106,0,Egypt,Etisalat,Africa
12848303,UMTS,602,3,32042,13419985,0,31.686630249023,26.562881469727,1000,1,1,1353882765,1353882765,0,Egypt,Etisalat,Africa
12848304,UMTS,602,3,32042,13420776,0,31.689905,26.559924,1000,13,1,1353883172,1353883172,0,Egypt,Etisalat,Africa
12848305,UMTS,602,3,32042,13424515,0,31.692947,26.556839,1000,10,1,1353883225,1353883225,0,Egypt,Etisalat,Africa
12848306,UMTS,602,3,32042,13422367,0,31.697273,26.552868,1000,24,1,1353883988,1353883988,0,Egypt,Etisalat,Africa
12848307,UMTS,602,3,32042,13419996,0,31.694869995117,26.554641723633,1000,2,1,1353883239,1353883239,0,Egypt,Etisalat,Africa
12848308,UMTS,602,3,32042,13422365,0,31.699186,26.546598,1000,7,1,1353884145,1353884145,0,Egypt,Etisalat,Africa
12848309,UMTS,602,3,32042,13422366,0,31.699677,26.544342,1000,4,1,1353884226,1353884226,0,Egypt,Etisalat,Africa
12848310,UMTS,602,3,32042,13423115,0,31.701736,26.540222,1000,2,1,1353884296,1353884296,0,Egypt,Etisalat,Africa
12848311,UMTS,602,3,32042,13423278,0,31.730575561523,26.516189575195,1000,1,1,1353884686,1353884686,0,Egypt,Etisalat,Africa
12848312,UMTS,602,3,32042,13423276,0,31.747055,26.514816,1000,3,1,1353884748,1353884748,0,Egypt,Etisalat,Africa
12848313,UMTS,602,3,32042,13385348,0,31.748428344727,26.51481628418,1000,1,1,1353884753,1353884753,0,Egypt,Etisalat,Africa
12848314,GSM,602,3,32042,53932,0,31.749801635742,26.51481628418,1000,1,1,1353884755,1353884755,0,Egypt,Etisalat,Africa
12848315,UMTS,602,3,32042,13422157,0,31.791458,26.485748,1000,6,1,1353885006,1353885006,0,Egypt,Etisalat,Africa
12848316,UMTS,602,3,32042,13422156,0,31.79306,26.479454,1000,4,1,1354106025,1379123480,0,Egypt,Etisalat,Africa
12848317,UMTS,602,3,32042,13425047,0,31.799633,26.467797,1000,21,1,1353885337,1353885337,0,Egypt,Etisalat,Africa
12848318,UMTS,602,3,32042,13427235,0,31.800766,26.452713,1000,18,1,1353885447,1353885447,0,Egypt,Etisalat,Africa
12848319,GSM,602,3,22173,11472,0,31.80336,26.441116,1000,3,1,1353885468,1353885468,0,Egypt,Etisalat,Africa
12848320,UMTS,602,3,22173,13419938,0,31.804733276367,26.436538696289,1000,1,1,1353885470,1353885470,0,Egypt,Etisalat,Africa
12848321,UMTS,602,3,32042,13419938,0,31.805801,26.435013,1000,9,1,1353885529,1353885529,0,Egypt,Etisalat,Africa
12848322,UMTS,602,3,32042,13426905,0,31.80748,26.429672,1000,2,1,1353885536,1353885536,0,Egypt,Etisalat,Africa
12848323,UMTS,602,3,32042,13419878,0,31.809984,26.421836,1054,17,1,1353885643,1353885643,0,Egypt,Etisalat,Africa
12848324,UMTS,602,3,32042,13419935,0,31.820487,26.39429,4142,17,1,1353886093,1353886093,0,Egypt,Etisalat,Africa
12848325,UMTS,602,3,32042,13419877,0,31.814758,26.407562,1000,10,1,1353885697,1353885697,0,Egypt,Etisalat,Africa
12848326,UMTS,602,3,32042,13419876,0,31.821088,26.389972,1888,55,1,1353886066,1353886066,0,Egypt,Etisalat,Africa
12848327,UMTS,602,3,32042,13422175,0,31.860874,26.361722,4570,25,1,1353886549,1353886549,0,Egypt,Etisalat,Africa
12848328,UMTS,602,3,32042,13426495,0,31.840897,26.368246,1548,48,1,1353886347,1353886347,0,Egypt,Etisalat,Africa
12848329,UMTS,602,3,32042,13422178,0,31.854383,26.363332,1000,13,1,1353886445,1353886445,0,Egypt,Etisalat,Africa
12848330,UMTS,602,3,32042,13422176,0,31.881638,26.35125,1000,19,1,1353886663,1353886663,0,Egypt,Etisalat,Africa
12848331,UMTS,602,3,32042,13422347,0,31.887788,26.340349,1000,23,1,1353886790,1353886790,0,Egypt,Etisalat,Africa
12848332,UMTS,602,3,32042,13422346,0,31.891251,26.331253,1000,3,1,1353886806,1353886806,0,Egypt,Etisalat,Africa
12848333,GSM,602,3,22174,56533,0,31.892624,26.328735,1000,2,1,1353886824,1353886824,0,Egypt,Etisalat,Africa
12848334,UMTS,602,3,22174,13425876,0,31.892623901367,26.326675415039,1000,1,1,1353886827,1353886827,0,Egypt,Etisalat,Africa
12848335,UMTS,602,3,32042,13425876,0,31.899559,26.31768,1216,20,1,1353886944,1353886944,0,Egypt,Etisalat,Africa
12848336,UMTS,602,3,32042,13419928,0,31.926697,26.297428,2256,37,1,1353887161,1353887161,0,Egypt,Etisalat,Africa
12848337,UMTS,602,3,32042,13419925,0,31.943873,26.284478,1000,22,1,1353887303,1353887303,0,Egypt,Etisalat,Africa
12848338,UMTS,602,3,32042,13419926,0,31.948369,26.279577,1672,27,1,1353887497,1353887497,0,Egypt,Etisalat,Africa
12848339,UMTS,602,3,32042,13423967,0,31.955046,26.272243,1000,11,1,1353887490,1353887490,0,Egypt,Etisalat,Africa
12848340,GSM,602,3,32042,8111,0,31.959915161133,26.267623901367,1000,1,1,1353887502,1353887502,0,Egypt,Etisalat,Africa
12848341,GSM,602,3,22174,8111,0,31.961288452148,26.267623901367,1000,1,1,1353887514,1353887514,0,Egypt,Etisalat,Africa
12848342,GSM,602,3,22174,57172,0,31.961288452148,26.264877319336,1000,1,1,1353887517,1353887517,0,Egypt,Etisalat,Africa
12848343,GSM,602,3,22174,54623,0,31.964035,26.262589,1000,3,1,1353887545,1353887545,0,Egypt,Etisalat,Africa
12848344,GSM,602,3,22174,5563,0,31.967239,26.2603,1000,3,1,1353887559,1353887559,0,Egypt,Etisalat,Africa
12848345,GSM,602,3,22174,51463,0,31.972,26.255814,1000,5,1,1353887616,1353887616,0,Egypt,Etisalat,Africa
12848346,GSM,602,3,22174,57083,0,31.972733,26.254807,1000,6,1,1353887604,1353887604,0,Egypt,Etisalat,Africa
12848347,UMTS,602,3,22174,13420807,0,31.977767944336,26.25114440918,1000,1,1,1353887617,1353887617,0,Egypt,Etisalat,Africa
12848348,UMTS,602,3,32042,13420807,0,31.988249,26.242182,1343,19,1,1353887743,1353887743,0,Egypt,Etisalat,Africa
12848349,UMTS,602,3,32042,13422337,0,31.992874145508,26.240158081055,1000,2,1,1353887713,1353887713,0,Egypt,Etisalat,Africa
12848350,GSM,602,3,32042,52992,0,31.996994018555,26.234664916992,1000,1,1,1353887744,1353887744,0,Egypt,Etisalat,Africa
12848351,UMTS,602,3,22174,13422335,0,31.99836730957,26.231918334961,1000,1,1,1353887767,1353887767,0,Egypt,Etisalat,Africa
12848352,UMTS,602,3,32042,13422335,0,31.999397,26.229172,1000,4,1,1353887793,1353887793,0,Egypt,Etisalat,Africa
12848353,UMTS,602,3,32042,13422336,0,32.009451,26.201186,4347,29,1,1353888412,1353888412,0,Egypt,Etisalat,Africa
12848354,UMTS,602,3,32042,13420806,0,32.012933,26.182418,3315,66,1,1353888275,1353888275,0,Egypt,Etisalat,Africa
12848355,UMTS,602,3,32042,13427326,0,32.025833129883,26.170120239258,1000,2,1,1353888286,1353888286,0,Egypt,Etisalat,Africa
12848356,UMTS,602,3,32042,13420595,0,32.046074,26.157604,3484,61,1,1353888785,1353888785,0,Egypt,Etisalat,Africa
12848357,GSM,602,3,32042,56442,0,32.043685913086,26.161880493164,1000,1,1,1353888558,1353888558,0,Egypt,Etisalat,Africa
12848358,GSM,602,3,22131,56442,0,32.046707,26.160507,1000,5,1,1353888589,1353888589,0,Egypt,Etisalat,Africa
12848359,GSM,602,3,22131,59544,0,32.050724,26.157417,1000,8,1,1353888632,1353888632,0,Egypt,Etisalat,Africa
12848360,UMTS,602,3,22131,13420595,0,32.053298950195,26.155014038086,1000,1,1,1353888637,1353888637,0,Egypt,Etisalat,Africa
12848361,UMTS,602,3,32042,13422528,0,32.108804,26.10569,4932,12,1,1353889031,1353889031,0,Egypt,Etisalat,Africa
12848362,UMTS,602,3,32042,13426528,0,32.096975,26.116107,5906,15,1,1353889139,1353889139,0,Egypt,Etisalat,Africa
12848363,UMTS,602,3,32042,13423265,0,32.084656,26.125488,1000,6,1,1353888878,1353888878,0,Egypt,Etisalat,Africa
12848364,UMTS,602,3,32042,13423266,0,32.097164,26.115269,1219,17,1,1353888971,1353888971,0,Egypt,Etisalat,Africa
12848365,UMTS,602,3,32042,13422527,0,32.129899,26.087799,2079,18,1,1353889161,1353889161,0,Egypt,Etisalat,Africa
12848366,UMTS,602,3,32042,13422318,0,32.153549,26.067124,1227,15,1,1353889279,1353889279,0,Egypt,Etisalat,Africa
12848367,UMTS,602,3,32042,13426527,0,32.152863,26.067123,1000,2,1,1353889211,1353889211,0,Egypt,Etisalat,Africa
12848368,GSM,602,3,32042,56643,0,32.160415649414,26.063003540039,1000,1,1,1353889253,1353889253,0,Egypt,Etisalat,Africa
12848369,GSM,602,3,22131,56643,0,32.161102,26.062317,1000,2,1,1353889270,1353889270,0,Egypt,Etisalat,Africa
12848370,UMTS,602,3,22131,13422318,0,32.163162231445,26.060256958008,1000,1,1,1353889273,1353889273,0,Egypt,Etisalat,Africa
12848371,UMTS,602,3,32042,13422315,0,32.183613,26.055581,2516,37,1,1353889528,1353889528,0,Egypt,Etisalat,Africa
12848372,UMTS,602,3,32042,13422087,0,32.224863,26.053197,3714,14,1,1353890253,1353890253,0,Egypt,Etisalat,Africa
12848373,UMTS,602,3,32042,13419857,0,32.225222,26.04672,1403,21,1,1354106031,1425391115,0,Egypt,Etisalat,Africa
12848374,UMTS,602,3,32042,13421295,0,32.241121,26.043678,1000,69,1,1353890100,1353890100,0,Egypt,Etisalat,Africa
12848375,UMTS,602,3,32042,13421296,0,32.252784,26.047061,1000,23,1,1353890229,1353890229,0,Egypt,Etisalat,Africa
12848376,UMTS,602,3,32042,13422086,0,32.264099,26.05545,1000,4,1,1353890275,1353890275,0,Egypt,Etisalat,Africa
12848377,GSM,602,3,22132,15093,0,32.276688,26.064377,1000,3,1,1353890360,1353890360,0,Egypt,Etisalat,Africa
12848378,GSM,602,3,22132,15092,0,32.280579,26.067123,1000,2,1,1353890376,1353890376,0,Egypt,Etisalat,Africa
12848379,GSM,602,3,22132,15091,0,32.297286,26.076737,1726,3,1,1353890491,1353890491,0,Egypt,Etisalat,Africa
12848380,UMTS,602,3,32042,13419778,0,32.292501,26.073615,1021,11,1,1353890469,1353890469,0,Egypt,Etisalat,Africa
12848381,GSM,602,3,32042,15091,0,32.301864624023,26.079483032227,1000,1,1,1353890476,1353890476,0,Egypt,Etisalat,Africa
12848382,GSM,602,3,22132,56593,0,32.328415,26.087723,1000,3,1,1353890595,1353890595,0,Egypt,Etisalat,Africa
12848383,GSM,602,3,22132,56594,0,32.33757019043,26.086349487305,1000,1,1,1353890625,1353890625,0,Egypt,Etisalat,Africa
12848384,GSM,602,3,22132,56591,0,32.341690063477,26.086349487305,1000,1,1,1353890638,1353890638,0,Egypt,Etisalat,Africa
12848385,GSM,602,3,22132,52733,0,32.349472,26.085434,1000,3,1,1353890674,1353890674,0,Egypt,Etisalat,Africa
12848386,UMTS,602,3,22132,13425427,0,32.352676391602,26.084976196289,1000,1,1,1353890675,1353890675,0,Egypt,Etisalat,Africa
12848387,UMTS,602,3,32042,13425947,0,32.362289428711,26.083602905273,1000,1,1,1353890710,1353890710,0,Egypt,Etisalat,Africa
12848388,UMTS,602,3,32042,13425427,0,32.408569,26.105027,4303,10,1,1354106037,1433299139,0,Egypt,Etisalat,Africa
12848389,UMTS,602,3,32042,13425945,0,32.409925,26.099224,1027,16,1,1353890938,1353890938,0,Egypt,Etisalat,Africa
12848390,UMTS,602,3,32042,13428558,0,32.438344,26.118524,5587,21,1,1354106037,1433299139,0,Egypt,Etisalat,Africa
12848391,UMTS,602,3,32042,13420647,0,32.444962,26.123156,6364,10,1,1354106037,1439141227,0,Egypt,Etisalat,Africa
12848392,UMTS,602,3,32042,13428555,0,32.457046508789,26.122055053711,1000,1,1,1353891100,1353891100,0,Egypt,Etisalat,Africa
12848393,UMTS,602,3,32042,13420645,0,32.581083,26.148819,25239,14,1,1354106037,1354194838,0,Egypt,Etisalat,Africa
12848394,UMTS,602,3,32042,13421827,0,32.478333,26.126175,1000,2,1,1353891180,1353891180,0,Egypt,Etisalat,Africa
12848395,UMTS,602,3,32042,13421825,0,32.484512,26.127156,1000,7,1,1353891216,1353891216,0,Egypt,Etisalat,Africa
12848396,UMTS,602,3,32042,13421826,0,32.497788,26.125145,1023,12,1,1353891290,1353891290,0,Egypt,Etisalat,Africa
12848397,UMTS,602,3,32042,13425837,0,32.538249,26.122591,3591,77,1,1353891774,1353891774,0,Egypt,Etisalat,Africa
12848398,GSM,602,3,32042,57234,0,32.517471313477,26.120681762695,1000,1,1,1353891330,1353891330,0,Egypt,Etisalat,Africa
12848399,GSM,602,3,22132,57234,0,32.522964477539,26.120681762695,1000,1,1,1353891352,1353891352,0,Egypt,Etisalat,Africa
12848400,UMTS,602,3,22132,13425837,0,32.524337768555,26.120681762695,1000,1,1,1353891355,1353891355,0,Egypt,Etisalat,Africa
12848401,UMTS,602,3,32042,13426568,0,32.533950805664,26.120681762695,1000,1,1,1353891449,1353891449,0,Egypt,Etisalat,Africa
12848402,UMTS,602,3,32042,13426567,0,32.582128,26.156503,4473,12,1,1353891986,1353891986,0,Egypt,Etisalat,Africa
12848403,UMTS,602,3,32042,13425835,0,32.578417,26.147769,2014,29,1,1353891945,1353891945,0,Egypt,Etisalat,Africa
12848404,UMTS,602,3,32042,13426565,0,32.606807,26.177348,1424,19,1,1353892094,1353892094,0,Egypt,Etisalat,Africa
12848405,UMTS,602,3,32042,13419848,0,32.629591,26.184344,1052,14,1,1353892171,1353892171,0,Egypt,Etisalat,Africa
12848406,UMTS,602,3,32042,13419847,0,32.651209,26.184381,1014,13,1,1353892242,1353892242,0,Egypt,Etisalat,Africa
12848407,UMTS,602,3,32042,13387368,0,32.67025,26.185112,1000,12,1,1353892306,1353892306,0,Egypt,Etisalat,Africa
12848408,UMTS,602,3,32042,13387365,0,32.678146,26.181793,1000,2,1,1353892314,1353892314,0,Egypt,Etisalat,Africa
12848409,UMTS,602,3,32042,13387366,0,32.68364,26.17861,1000,11,1,1353892371,1353892371,0,Egypt,Etisalat,Africa
12848410,UMTS,602,3,32042,13426595,0,32.796126,26.226433,12199,12,1,1354106037,1354195260,0,Egypt,Etisalat,Africa
12848411,UMTS,602,3,32042,13426027,0,32.691422,26.172867,1000,3,1,1353892406,1353892406,0,Egypt,Etisalat,Africa
12848412,UMTS,602,3,32042,13421867,0,32.697471,26.170317,1000,14,1,1353892471,1353892471,0,Egypt,Etisalat,Africa
12848413,UMTS,602,3,32042,13420657,0,32.709732,26.168747,1000,8,1,1353892517,1353892517,0,Egypt,Etisalat,Africa
12848414,UMTS,602,3,32042,13420655,0,32.718124,26.167221,1000,9,1,1353892570,1353892570,0,Egypt,Etisalat,Africa
12848415,UMTS,602,3,32042,13427137,0,32.723694,26.164398,1000,6,1,1353892602,1353892602,0,Egypt,Etisalat,Africa
12848416,UMTS,602,3,32042,13419795,0,32.73158,26.160195,1000,22,1,1353893017,1353893017,0,Egypt,Etisalat,Africa
12848417,GSM,602,3,32042,52922,0,32.727584838867,26.16325378418,1000,1,1,1353892615,1353892615,0,Egypt,Etisalat,Africa
12848418,GSM,602,3,22071,52922,0,32.726669,26.162338,1000,6,1,1354106037,1486114629,0,Egypt,Etisalat,Africa
12848419,UMTS,602,3,32042,13427136,0,32.729222,26.161669,1000,26,1,1353892906,1353892906,0,Egypt,Etisalat,Africa
12848420,UMTS,602,3,32042,13419797,0,32.736168,26.157074,1000,4,1,1353893034,1353893034,0,Egypt,Etisalat,Africa
12848421,UMTS,602,3,32042,13419796,0,32.747444,26.153327,10100,13,1,1354106037,1354194643,0,Egypt,Etisalat,Africa
12848422,UMTS,602,3,32042,13421906,0,32.741318,26.149864,1000,4,1,1354106037,1438446738,0,Egypt,Etisalat,Africa
12848423,UMTS,602,3,32042,13428598,0,32.749386,26.13596,1627,24,1,1353893254,1353893254,0,Egypt,Etisalat,Africa
12848424,UMTS,602,3,32042,13421905,0,32.75505065918,26.126174926758,1000,1,1,1353893242,1353893242,0,Egypt,Etisalat,Africa
12848425,UMTS,602,3,32042,13428596,0,32.768212,26.111584,1812,24,1,1353893390,1353893390,0,Egypt,Etisalat,Africa
12848426,UMTS,602,3,32042,13423245,0,32.806517,26.090631,13681,52,1,1354106037,1354194845,0,Egypt,Etisalat,Africa
12848427,UMTS,602,3,32042,13423248,0,32.798015,26.048486,1000,7,1,1353893647,1353893647,0,Egypt,Etisalat,Africa
12848428,UMTS,602,3,32042,13423247,0,32.800163,26.033272,1436,20,1,1353893768,1353893768,0,Egypt,Etisalat,Africa
12848429,UMTS,602,3,32042,13419865,0,32.801056,26.026611,1000,4,1,1353893757,1353893757,0,Egypt,Etisalat,Africa
12848430,GSM,602,3,32042,54274,0,32.801742553711,26.019058227539,1000,1,1,1353893772,1353893772,0,Egypt,Etisalat,Africa
12848431,GSM,602,3,22072,54274,0,32.801743,26.016998,1000,2,1,1353893785,1353893785,0,Egypt,Etisalat,Africa
12848432,GSM,602,3,22072,54273,0,32.802353,26.011429,1000,9,1,1353893829,1353893829,0,Egypt,Etisalat,Africa
12848433,GSM,602,3,22072,50524,0,32.803116,26.004868,1000,3,1,1353893842,1353893842,0,Egypt,Etisalat,Africa
12848434,GSM,602,3,22072,21221,0,32.801605,25.997498,1000,10,1,1353893894,1353893894,0,Egypt,Etisalat,Africa
12848435,GSM,602,3,22072,21222,0,32.801743,25.990906,1000,2,1,1353893900,1353893900,0,Egypt,Etisalat,Africa
12848436,GSM,602,3,22072,21223,0,32.801056,25.988159,1000,2,1,1353893911,1353893911,0,Egypt,Etisalat,Africa
12848437,GSM,602,3,22072,50523,0,32.799683,25.982666,1000,6,1,1353893946,1353893946,0,Egypt,Etisalat,Africa
12848438,GSM,602,3,22072,20621,0,32.797426,25.974132,1000,7,1,1353893984,1353893984,0,Egypt,Etisalat,Africa
12848439,GSM,602,3,22072,20622,0,32.794533,25.96756,1000,4,1,1353894004,1353894004,0,Egypt,Etisalat,Africa
12848440,GSM,602,3,22072,57274,0,32.793503,25.964127,1000,3,1,1353894016,1353894016,0,Egypt,Etisalat,Africa
12848441,GSM,602,3,22072,54371,0,32.788359,25.95268,1958,3,1,1354106037,1492540200,0,Egypt,Etisalat,Africa
12848442,UMTS,602,3,22072,13423715,0,32.792129516602,25.958633422852,1000,1,1,1353894030,1353894030,0,Egypt,Etisalat,Africa
12848443,UMTS,602,3,32042,13423715,0,32.78938293457,25.953140258789,1000,1,1,1353894051,1353894051,0,Egypt,Etisalat,Africa
12848444,UMTS,602,3,32042,13419755,0,32.802864,25.98679,18938,18,1,1354106037,1427903760,0,Egypt,Etisalat,Africa
12848445,UMTS,602,3,32042,13423717,0,32.78389,25.948563,1000,3,1,1354106042,1429709573,0,Egypt,Etisalat,Africa
12848446,UMTS,602,3,32042,13378898,0,32.765432,25.906778,4010,25,1,1354106042,1427302717,0,Egypt,Etisalat,Africa
12848447,UMTS,602,3,32042,13422255,0,32.767496,25.926876,1130,16,1,1354106042,1429709573,0,Egypt,Etisalat,Africa
12848448,GSM,602,3,32042,51331,0,32.763290405273,25.922927856445,1000,1,1,1353894233,1353894233,0,Egypt,Etisalat,Africa
12848449,GSM,602,3,22072,51331,0,32.760544,25.919632,1000,10,1,1353894289,1353894289,0,Egypt,Etisalat,Africa
12848450,GSM,602,3,22072,51332,0,32.756882,25.915604,1000,3,1,1354106042,1483545432,0,Egypt,Etisalat,Africa
12848451,UMTS,602,3,32042,13422257,0,32.757969,25.912628,1000,8,1,1353894350,1353894350,0,Egypt,Etisalat,Africa
12848452,UMTS,602,3,32042,13419758,0,32.761721,25.892617,2753,14,1,1353894578,1353894578,0,Egypt,Etisalat,Africa
12848453,UMTS,602,3,32042,13378896,0,32.76384,25.880905,1000,10,1,1353894540,1353894540,0,Egypt,Etisalat,Africa
12848454,UMTS,602,3,32042,13419767,0,32.768098,25.855866,4017,6,1,1353895108,1353895108,0,Egypt,Etisalat,Africa
12848455,UMTS,602,3,32042,13425018,0,32.754113,25.835524,18031,43,1,1354106042,1436862516,0,Egypt,Etisalat,Africa
12848456,GSM,602,3,32042,57862,0,32.764663696289,25.866622924805,1000,1,1,1353894588,1353894588,0,Egypt,Etisalat,Africa
12848457,GSM,602,3,22072,57862,0,32.764875,25.857855,1210,13,1,1354106042,1445186050,0,Egypt,Etisalat,Africa
12848458,GSM,602,3,22072,20213,0,32.757797,25.85289,1677,4,1,1354106043,1465542945,0,Egypt,Etisalat,Africa
12848459,UMTS,602,3,22072,13425018,0,32.76741,25.851517,1000,2,1,1353894755,1353894755,0,Egypt,Etisalat,Africa
12848460,GSM,602,3,32042,55674,0,32.76741027832,25.850143432617,1000,1,1,1353894712,1353894712,0,Egypt,Etisalat,Africa
12848461,GSM,602,3,22072,55674,0,32.76432,25.850144,1000,4,1,1354106043,1445186050,0,Egypt,Etisalat,Africa
12848462,UMTS,602,3,32042,13425017,0,32.78576,25.812419,9993,36,1,1354106043,1432283235,0,Egypt,Etisalat,Africa
12848463,GSM,602,3,22072,13203,0,32.776436,25.819147,4188,7,1,1354106043,1436862516,0,Egypt,Etisalat,Africa
12848464,GSM,602,3,22072,17034,0,32.779769897461,25.810317993164,1000,1,1,1353895180,1353895180,0,Egypt,Etisalat,Africa
12848465,UMTS,602,3,32042,13425816,0,32.77251,25.778538,3601,35,1,1354106043,1354192947,0,Egypt,Etisalat,Africa
12848466,UMTS,602,3,32042,13425817,0,32.714277,25.750749,10560,29,1,1354106043,1354170676,0,Egypt,Etisalat,Africa
12848467,UMTS,602,3,32042,13421495,0,32.736511,25.761566,1000,2,1,1353895443,1353895443,0,Egypt,Etisalat,Africa
12848468,UMTS,602,3,32042,13421465,0,32.683063,25.724472,4983,43,1,1354106043,1354191737,0,Egypt,Etisalat,Africa
12848469,UMTS,602,3,32042,13419618,0,32.689285,25.729904,1000,9,1,1353895793,1353895793,0,Egypt,Etisalat,Africa
12848470,UMTS,602,3,32042,13421446,0,32.682689,25.725597,1478,13,1,1353895840,1353895840,0,Egypt,Etisalat,Africa
12848471,UMTS,602,3,32042,13422885,0,32.693252563477,25.732040405273,1000,1,1,1353895692,1353895692,0,Egypt,Etisalat,Africa
12848472,UMTS,602,3,32042,13421496,0,32.687532,25.711901,3960,12,1,1354106043,1354192173,0,Egypt,Etisalat,Africa
12848473,UMTS,602,3,32042,13419545,0,32.651842,25.702673,1486,13,1,1353896045,1353896045,0,Egypt,Etisalat,Africa
12848474,UMTS,602,3,32042,13419536,0,32.66762,25.698625,3513,3,1,1354106043,1435930486,0,Egypt,Etisalat,Africa
12848475,UMTS,602,3,32042,13421455,0,32.653427,25.703888,1000,2,1,1353895987,1353895987,0,Egypt,Etisalat,Africa
12848476,UMTS,602,3,32042,13419547,0,32.647933959961,25.699081420898,1000,2,1,1353896053,1353896053,0,Egypt,Etisalat,Africa
12848477,UMTS,602,3,32042,13419546,0,32.646732,25.69685,1000,8,1,1353896097,1353896097,0,Egypt,Etisalat,Africa
12848478,UMTS,602,3,32042,13425795,0,32.64518737793,25.694961547852,1000,2,1,1353896108,1353896108,0,Egypt,Etisalat,Africa
12848479,UMTS,602,3,32042,13425797,0,32.644189,25.694837,1000,11,1,1354106043,1409103649,0,Egypt,Etisalat,Africa
12848480,UMTS,602,3,32042,13421345,0,32.64392,25.694433,1000,13,1,1353897303,1353897303,0,Egypt,Etisalat,Africa
12848481,UMTS,602,3,32042,13419556,0,32.644501,25.694962,1000,2,1,1353897255,1353897255,0,Egypt,Etisalat,Africa
12848482,UMTS,602,3,32042,13419577,0,32.643814,25.691892,1000,17,1,1353897364,1353897364,0,Egypt,Etisalat,Africa
